租	to hire; to rent; to charter; to rent out; to lease out; rent; land tax
附属	subsidiary; auxiliary; attached; affiliated; subordinate; subordinating
嗨p	adj. Hi+P. This Internet slang term is a phonetic deviation of “happy.”
随意	as one wishes; according to one's wishes; at will; voluntary; conscious
推动	to push (e.g. for acceptance of a plan); to promote; to give impetus to
厅	(reception) hall; living room; office; provincial government department
休闲	leisure; relaxation; not working; idle; to enjoy leisure; to lie fallow
要好	to be on good terms; to be close friends; striving for self-improvement
之一	one of (sth); one out of a multitude; one (third, quarter, percent etc)
狼吞虎咽	to wolf down one's food (idiom); to devour ravenously; to gorge oneself
牵制	to control; to curb; to restrict; to impede; to pin down (enemy troops)
心甘情愿	delighted to (do sth, idiom); perfectly happy to do; most willing to do
保证	guarantee; to guarantee; to ensure; to safeguard; to pledge; CL:個|个[ge4]
背包	knapsack; rucksack; infantry pack; field pack; blanket roll; CL:個|个[ge4]
本人	I; me; myself; oneself; yourself; himself; herself; the person concerned
背心	sleeveless garment (vest, waistcoat, singlet, tank top etc); CL:件[jian4]
对不起	I'm sorry; excuse me; I beg your pardon; to let (sb) down; to disappoint
请	to ask; to invite; please (do sth); to treat (to a meal etc); to request
倒是	contrary to what one might expect; actually; contrariwise; why don't you
二手	indirectly acquired; second-hand (information, equipment etc); assistant
阐述	to expound (a position); to elaborate (on a topic); to treat (a subject)
一直	straight (in a straight line); continuously; always; all the way through
男	male; Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]
搞	to do; to make; to go in for; to set up; to get hold of; to take care of
构成	to constitute; to form; to compose; to make up; to configure (computing)
另外	additional; in addition; besides; separate; other; moreover; furthermore
论文	paper; treatise; thesis; CL:篇[pian1]; to discuss a paper or thesis (old)
木头	slow-witted; blockhead; log (of wood, timber etc); CL:塊|块[kuai4],根[gen1]
膨脹	adj. Big-headed. This Internet slang term is often used in self-mockery.
事实上	in fact; in reality; actually; as a matter of fact; de facto; ipso facto
留学生	student studying abroad; (foreign) exchange student; CL:個|个[ge4],位[wei4]
劝	to advise; to urge; to try to persuade; to exhort; to console; to soothe
克服	(try to) overcome (hardships etc); to conquer; to put up with; to endure
盯	to watch attentively; to fix one's attention on; to stare at; to gaze at
反面	reverse side; backside; the other side (of a problem etc); negative; bad
优惠	privilege; favorable (terms); preferential (treatment); discount (price)
复活	to revive; (lit. and fig.) to come back to life; (religion) resurrection
收获	to harvest; to reap; to gain; crop; harvest; profit; gain; bonus; reward
谈话	to talk (with sb); to have a conversation; talk; conversation; CL:次[ci4]
套路	sequence of movements in martial arts; routine; pattern; standard method
危害	to jeopardize; to harm; to endanger; harmful effect; damage; CL:個|个[ge4]
寵溺	adj. adv. & n. Spoil+indulge. Indulgent, indulgently, loving indulgence.
学会	to learn; to master; institute; learned society; (scholarly) association
有关	to have sth to do with; to relate to; related to; to concern; concerning
酒精	alcohol; ethanol CH3CH2OH; ethyl alcohol; also written 乙醇; grain alcohol
清淡	light (of food, not greasy or strongly flavored); insipid; slack (sales)
进取	to show initiative; to be a go-getter; to push forward with one's agenda
包容	to pardon; to forgive; to show tolerance; to contain; to hold; inclusive
翻山越岭	lit. to pass over mountain ridges (idiom); fig. hardships of the journey
嚷	to shout; to bellow; to make a big deal of sth; to make a fuss about sth
让步	to concede; to give in; to yield; a concession; (linguistics) concessive
