您	nín	/you (courteous, as opposed to informal 你[ni3])/
它	tā	/it/
大家	dàjiā	/everyone/influential family/great expert/
每	měi	/each/every/
为什么	wèishénme	/why?/for what reason?/
零	líng	/zero/nought/zero sign/fractional/fragmentary/odd (of numbers)/(placed between two numbers to indicate a smaller quantity followed by a larger one)/fraction/(in mathematics) remainder (after division)/extra/to wither and fall/to wither/
两	liǎng	/two/both/some/a few/tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)/
百	bǎi	/hundred/numerous/all kinds of/
千	qiān	/see 鞦韆|秋千[qiu1 qian1]/
第一	dìyī	/first/number one/primary/
次	cì	/next in sequence/second/the second (day, time etc)/secondary/vice-/sub-/infra-/inferior quality/substandard/order/sequence/hypo- (chemistry)/classifier for enumerated events: time/
件	jiàn	/item/component/classifier for events, things, clothes etc/
别	bié	/to make sb change their ways, opinions etc/
非常	fēicháng	/very; really/unusual; extraordinary/
也	yě	/(adverb) also; both ... and ... (before predicates only)/(literary) particle having functions similar to 啊[a5]/
还	hái	/to pay back/to return/
最	zuì	/most/the most/-est (superlative suffix)/
真	zhēn	/really/truly/indeed/real/true/genuine/
正在	zhèngzài	/just at (that time)/right in (that place)/right in the middle of (doing sth)/
已经	yǐjīng	/already/
一起	yìqǐ	/in the same place/together/with/altogether (in total)/
再	zài	/again; once more; re-/second; another/then (after sth, and not until then)/no matter how ... (followed by an adjective or verb, and then (usually) 也[ye3] or 都[dou1] for emphasis)/
就	jiǜ	/(after a suppositional clause) in that case; then/(after a clause of action) as soon as; immediately after/(same as 就是[jiu4 shi4]) merely; nothing else but; simply; just; precisely; exactly/only; as little as/as much as; as many as/to approach; to move towards/to undertake; to engage in/(often followed by 著|着[zhe5]) taking advantage of/(of food) to go with/with regard to; concerning/(pattern: 就[jiu4] ... 也[ye3] ...) even if ... still .../(pattern: 不[bu4] ... 就[jiu4] ...) if not ... then must be .../
因为……所以……	yīnwèi…suǒyǐ…	because…so…
虽然……但是……	suīrán…dànshì…	although… but…
从	cóng	/from; through; via/(bound form) to follow/(bound form) to obey/(bound form) to engage in (an activity)/(used before a negative) ever/(bound form) (Taiwan pr. [zong4]) retainer; attendant/(bound form) (Taiwan pr. [zong4]) assistant; auxiliary; subordinate/(bound form) (Taiwan pr. [zong4]) related by common paternal grandfather or earlier ancestor/
比	bǐ	/to compare/(followed by a noun and adjective) more {adj.} than {noun}/ratio/to gesture/(Taiwan pr. [bi4] in some compounds derived from Classical Chinese)/
往	wǎng	/old variant of 往[wang3]/
离	lí	/to leave/to part from/to be away from/(in giving distances) from/without (sth)/independent of/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire/☲/
得	de	/to have to/must/ought to/to need to/
着	zhe	/to wear (clothes)/to contact/to use/to apply/
过	guò	/(experienced action marker)/
吧	ba	/(onom.) smack!/
机场	jīchǎng	/airport; airfield/(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship/CL:家[jia1],處|处[chu4]/
教室	jiàoshì	/classroom/CL:間|间[jian1]/
房间	fángjiān	/room/CL:間|间[jian1],個|个[ge4]/
路	lù	/road (CL:條|条[tiao2])/journey/route/line (bus etc)/sort; kind/
左边	zuǒbiān	/left/the left side/to the left of/
右边	yòubiān	/right side/right, to the right/
外	wài	/outside/in addition/foreign/external/
旁边	pángbiān	/side; adjacent place/
一下	yīxià	/(used after a verb) give it a go/to do (sth for a bit to give it a try)/one time/once/in a while/all of a sudden/all at once/
早上	zǎoshàng	/early morning/CL:個|个[ge4]/
晚上	wǎnshàng	/evening/night/CL:個|个[ge4]/in the evening/
小时	xiǎoshí	/hour/CL:個|个[ge4]/
时间	shíjiān	/(concept of) time/(duration of) time/(point in) time/
去年	qùnián	/last year/
日	rì	/sun/day/date, day of the month/
生日	shēngrì	/birthday/CL:個|个[ge4]/
哥哥	gēge	/older brother/CL:個|个[ge4],位[wei4]/
姐姐	jiějie	/older sister/CL:個|个[ge4]/
弟弟	dìdi	/younger brother/CL:個|个[ge4],位[wei4]/
妹妹	mèimei	/younger sister/young woman/CL:個|个[ge4]/
